Brand,Model,Fuel_Type,Year,Kilometers_Driven,Engine,Price
Honda,City,Petrol,2015,53442,1497,700000
Honda,Brio,Petrol,2014,28000,1198,495000
Skoda,Rapid,Petrol,2017,13412,1598,919000
Hyundai,Verna,Diesel,2011,70000,1493,509999
Hyundai,i20,Diesel,2015,81310,1396,590000
Maruti,Baleno,Petrol,2019,13574,1197,951000
Honda,CR-V,Petrol,2008,75000,2354,390000
Maruti,Swift,Petrol,2014,58310,1197,539000
Maruti,Swift,Diesel,2009,90000,1248,300000
Maruti,Swift,Diesel,2012,83000,1248,430000
Maruti,Swift,Petrol,2017,37282,1197,675000
Hyundai,Grand,Petrol,2017,23000,1197,450000
Ford,Fiesta,Diesel,2010,82000,1399,275000
Hyundai,Verna,Diesel,2016,31000,1582,900000
Maruti,Wagon,Petrol,2001,200000,1493,70000
Ford,Figo,Diesel,2014,45001,1399,254999
Tata,Manza,Diesel,2014,50446,1248,354000
Honda,Civic,Petrol,2009,89000,1799,425000
Maruti,Alto,Petrol,2007,72000,796,120000
BMW,5,Diesel,2013,90000,1995,1950000
Mahindra,XUV500,Diesel,2015,76000,2179,1200000
Maruti,Ritz,Diesel,2012,78401,1248,390000
Maruti,Vitara,Diesel,2017,38426,1248,913000
Maruti,Eeco,Petrol,2011,45000,1196,225000
Maruti,Swift,Petrol,2012,83000,1197,325000
Hyundai,Creta,Diesel,2017,50170,1582,1479000
Maruti,Wagon,Petrol,2010,37822,998,235000
Maruti,Celerio,Diesel,2015,33517,793,310000
Hyundai,Santa,Diesel,2014,110000,2199,1290000
Hyundai,EON,Petrol,2017,60000,814,250000
Hyundai,i20,Petrol,2013,92408,1197,365000
Hyundai,Verna,Petrol,2014,45000,1591,750000
Honda,Brio,Petrol,2013,33793,1198,374000
Maruti,Swift,Petrol,2017,26327,1197,586000
Mercedes-Benz,New,Diesel,2018,20604,2143,3961999
Maruti,Swift,Diesel,2018,61386,1248,705000
Maruti,Swift,Diesel,2018,11500,1248,750000
Chevrolet,Beat,Diesel,2012,58000,936,210000
Skoda,Superb,Petrol,2014,38000,1798,1160000
Mercedes-Benz,New,Diesel,2012,49000,2143,1925000
Toyota,Innova,Diesel,2017,72202,2393,1792000
Hyundai,i10,Petrol,2016,7000,1197,360000
Honda,Amaze,Diesel,2014,20000,1498,450000
Hyundai,i20,Diesel,2017,14061,1396,740000
Mercedes-Benz,GLE,Diesel,2018,30706,2987,5929000
Mahindra,Scorpio,Diesel,2011,51387,2179,550000
Hyundai,Getz,Petrol,2006,44000,1341,175000
Maruti,Baleno,Petrol,2016,12208,1197,675000
Chevrolet,Optra,Diesel,2011,55000,1991,395000
Hyundai,Verna,Petrol,2011,61600,1591,420000
Honda,City,Petrol,2016,28414,1497,840000
Volkswagen,Polo,Petrol,2017,27853,1197,825000
Honda,Brio,Petrol,2013,55116,1198,331000
Maruti,Swift,Diesel,2017,26000,1248,750000
Honda,City,Petrol,2012,45496,1497,475000
Mahindra,Ssangyong,Diesel,2013,76000,2696,878999
Skoda,Superb,Petrol,2014,136000,1798,950000
Hyundai,Santro,Petrol,2009,100000,1493,160000
Maruti,Alto,Petrol,2010,38127,796,155000
Hyundai,i20,Diesel,2014,82450,1396,585000
Ford,Ecosport,Petrol,2014,62497,1499,752000
Nissan,Micra,Diesel,2011,86732,1461,360000
Honda,Brio,Petrol,2016,27969,1198,473000
Mahindra,Ssangyong,Diesel,2013,66372,2696,1050000
BMW,7,Diesel,2013,73525,2993,3454000
Hyundai,Grand,Petrol,2018,20689,1197,607000
Maruti,Baleno,Petrol,2018,25093,1197,776000
Mahindra,Xylo,Diesel,2016,49176,2498,746000
Renault,Fluence,Diesel,2012,87510,1461,349000
Hyundai,i20,Petrol,2012,38214,1197,405000
Mitsubishi,Pajero,Diesel,2013,48986,2835,1188000
Toyota,Corolla,Petrol,2011,88000,1794,645000
BMW,X5,Diesel,2015,69002,2993,5000000
BMW,3,Petrol,2011,43706,2497,900000
Hyundai,Creta,Diesel,2016,58671,1582,1425000
Mahindra,TUV,Diesel,2017,49404,1493,736000
Mahindra,Scorpio,Diesel,2010,72000,2179,440000
Renault,KWID,Petrol,2016,24000,799,310000
Renault,KWID,Petrol,2017,53285,999,428000
Maruti,Swift,Petrol,2017,12000,1197,550000
Skoda,Laura,Diesel,2012,45000,1896,699000
Maruti,Alto,Petrol,2018,26234,796,429000
Maruti,Swift,Petrol,2014,55000,1197,420000
Hyundai,i20,Diesel,2012,90000,1396,411000
Audi,Q3,Diesel,2015,48000,1968,1875000
Mercedes-Benz,GLE,Diesel,2017,19863,2987,6495000
Hyundai,i10,Petrol,2010,55000,1086,159000
Maruti,Wagon,Petrol,2016,4800,998,360000
Honda,City,Petrol,2017,38607,1497,787000
Hyundai,Grand,Petrol,2018,3958,1197,555000
Honda,City,Diesel,2014,74000,1498,640000
Maruti,Swift,Petrol,2009,54540,1298,265000
Maruti,Swift,Petrol,2015,58400,1298,550000
Mahindra,XUV500,Diesel,2013,73648,2179,731000
Maruti,Ciaz,Diesel,2016,83000,1248,710000
Hyundai,Verna,Diesel,2016,16159,1582,783000
Hyundai,Accent,Diesel,2005,150000,1493,85000
Honda,Brio,Petrol,2014,22100,1198,355000
Hyundai,i20,Petrol,2017,35043,1197,819000
BMW,3,Diesel,2018,24000,1995,2800000
Volkswagen,Jetta,Diesel,2015,480000,1968,1300000
Volkswagen,Polo,Petrol,2011,70000,1598,329000
Maruti,Swift,Petrol,2015,13769,1197,441000
Renault,Duster,Diesel,2013,58000,1461,499000
BMW,X3,Diesel,2009,58000,1995,1798000
Fiat,Avventura,Diesel,2018,18705,1248,771000
Maruti,Wagon,Petrol,2013,32378,998,280000
Chevrolet,Sail,Diesel,2013,45000,1248,300000
Mahindra,XUV500,Diesel,2015,36836,2179,1249000
Tata,Zest,Diesel,2016,54199,1248,500000
BMW,X3,Diesel,2017,36935,1995,3264000
Maruti,Swift,Diesel,2015,23000,1248,650000
BMW,5,Diesel,2015,14000,1995,3500000
Tata,Indigo,Diesel,2015,100073,1396,200000
Mahindra,XUV500,Diesel,2015,59182,2179,946000
Audi,Q7,Diesel,2016,72132,2967,3900000
BMW,5,Diesel,2009,79000,1995,1500000
Hyundai,Verna,Petrol,2013,66930,1591,615000
Hyundai,Santa,Diesel,2015,100000,2199,1450000
Hyundai,Santro,Petrol,2012,43000,1493,325000
Maruti,Wagon,Petrol,2018,27413,998,518000
Maruti,Wagon,Petrol,2007,90000,1061,124000
Hyundai,i20,Petrol,2013,40300,1197,280000
Skoda,Superb,Petrol,2011,73783,1798,523000
Hyundai,Getz,Petrol,2005,86000,1341,45000
Maruti,Wagon,Petrol,2014,65694,998,325000
Maruti,Omni,Petrol,2015,23000,796,150000
Hyundai,i10,Petrol,2012,51000,1197,285000
Renault,KWID,Petrol,2018,18335,999,450000
Mercedes-Benz,B,Diesel,2014,36000,2147,1625000
Volkswagen,Polo,Petrol,2017,25000,1197,775000
Mahindra,Scorpio,Diesel,2007,81000,2179,434999
Toyota,Fortuner,Diesel,2019,21719,2755,3313000
Chevrolet,Beat,Diesel,2013,75421,936,363000
Toyota,Innova,Diesel,2010,80000,2494,475000
Maruti,Swift,Petrol,2018,10671,1197,651000
Renault,KWID,Petrol,2018,4126,999,480000
Tata,Bolt,Diesel,2017,98500,1248,600000
Hyundai,Grand,Petrol,2016,61578,1197,640000
Volkswagen,Vento,Diesel,2014,54000,1498,490000
Audi,A6,Diesel,2013,70998,1968,2057000
Maruti,Swift,Diesel,2015,40082,1248,476000
Chevrolet,Spark,Petrol,2012,50619,995,200000
BMW,3,Diesel,2009,103905,1995,992000
Hyundai,EON,Petrol,2018,15334,814,369000
Maruti,Swift,Diesel,2013,69000,1248,575000
Volkswagen,CrossPolo,Diesel,2014,75160,1498,570000
Honda,Amaze,Petrol,2014,44753,1198,494000
Volkswagen,Vento,Petrol,2012,53024,1598,429000
Maruti,Wagon,Petrol,2014,23840,998,300000
Volkswagen,Polo,Diesel,2014,81298,1498,650000
Volkswagen,Polo,Petrol,2015,59000,1198,490000
Honda,Amaze,Diesel,2016,51806,1498,540000
Audi,A6,Diesel,2014,56000,1968,2400000
Tata,Tigor,Diesel,2019,29279,1047,746000
Volkswagen,Vento,Diesel,2017,33550,1498,960000
Audi,A6,Diesel,2014,62000,1968,2500000
Nissan,Terrano,Diesel,2014,66000,1461,680000
Skoda,Rapid,Diesel,2016,46630,1498,859000
Ford,Figo,Diesel,2016,72566,1498,529000
Tata,Venture,Diesel,2011,51482,1405,250000
Mercedes-Benz,New,Diesel,2011,90000,2143,1390000
Toyota,Fortuner,Diesel,2014,69000,2982,2000000
Honda,City,Petrol,2011,90000,1497,340000
Hyundai,i20,Petrol,2015,39000,1197,550000
Volkswagen,Vento,Diesel,2012,110000,1598,365000
Ford,Endeavour,Diesel,2011,68022,2499,586000
Ford,EcoSport,Petrol,2018,27852,1497,1044000
Maruti,Swift,Diesel,2013,58291,1248,500000
Hyundai,i20,Diesel,2011,68439,1396,337000
Toyota,Innova,Diesel,2011,150000,2494,695000
Tata,Nexon,Diesel,2018,14000,1497,990000
Ford,Figo,Diesel,2012,71558,1399,330000
Porsche,Panamera,Diesel,2013,48000,2967,5050000
Hyundai,Creta,Diesel,2015,65800,1582,1250000
Audi,A4,Diesel,2014,53000,1968,2050000
Mahindra,XUV500,Diesel,2017,14600,2179,1450000
Isuzu,MUX,Diesel,2017,34429,2999,2000000
Maruti,Swift,Diesel,2014,52000,1248,525000
Maruti,Ciaz,Petrol,2015,25470,1373,590000
Hyundai,EON,Petrol,2013,22000,814,260000
Mercedes-Benz,E-Class,Diesel,2007,75000,2987,1100000
BMW,5,Diesel,2011,95995,1995,1550000
Hyundai,Grand,Diesel,2017,26877,1186,575000
Jaguar,XJ,Diesel,2015,26000,2993,7500000
Maruti,Swift,Diesel,2007,140000,1248,200000
Hyundai,Santro,Petrol,2008,95291,1086,229999
Toyota,Innova,Diesel,2009,135000,2494,819999
Hyundai,i20,Petrol,2015,32000,1197,480000
Mercedes-Benz,E-Class,Diesel,2008,68333,2987,850000
Ford,Figo,Diesel,2011,72000,1399,290000
Toyota,Corolla,Diesel,2012,52100,1364,650000
Hyundai,Grand,Petrol,2018,10000,1197,585000
Jeep,Compass,Diesel,2019,6261,1956,2391000
Maruti,Ignis,Petrol,2019,3906,1197,736000
Toyota,Fortuner,Diesel,2014,55960,2982,1725000
Volkswagen,Vento,Diesel,2013,144000,1598,700000
Toyota,Innova,Diesel,2017,38000,2393,1764999
Ford,Figo,Diesel,2013,51000,1399,250000
Toyota,Platinum,Diesel,2015,150000,1364,600000
Mahindra,Thar,Diesel,2018,2500,2523,825000
Land,Rover,Diesel,2018,41661,2179,4483000
BMW,3,Diesel,2011,64000,1995,1050000
Hyundai,Accent,Petrol,2008,80000,1495,190000
Maruti,Celerio,Petrol,2016,30000,998,425000
Jaguar,XF,Diesel,2014,43000,2179,2650000
Audi,A6,Diesel,2013,90000,2698,2250000
Nissan,Micra,Diesel,2011,123880,1461,330000
Honda,Amaze,Petrol,2015,42000,1198,430000
Renault,Duster,Diesel,2012,79824,1461,525000
Toyota,Innova,Diesel,2015,75000,2494,1175000
Honda,Amaze,Petrol,2014,72411,1198,425000
Mercedes-Benz,New,Diesel,2012,63000,2143,1422000
Toyota,Etios,Petrol,2015,53713,1197,420000
Toyota,Innova,Diesel,2017,18000,2755,1825000
Mercedes-Benz,New,Diesel,2013,51000,2148,1850000
Maruti,Swift,Petrol,2008,86700,1298,240000
Maruti,Baleno,Diesel,2016,29000,1248,650000
Hyundai,Santro,LPG,2014,56000,1086,320000
Maruti,Celerio,Petrol,2015,33000,998,399000
Ford,Ecosport,Diesel,2014,64394,1498,545000
Tata,Manza,Diesel,2010,76000,1248,270000
Honda,Jazz,Diesel,2016,48719,1498,625000
Mahindra,XUV500,Diesel,2016,59711,2179,1328000
Nissan,Micra,Diesel,2012,83000,1461,370000
Mercedes-Benz,New,Diesel,2018,10714,2143,3951000
Tata,Manza,Diesel,2010,127510,1248,140000
Maruti,Swift,Diesel,2014,35010,1248,350000
Maruti,Swift,Petrol,2012,75451,1197,378000
Tata,Indigo,Diesel,2015,83000,1405,270000
Honda,Amaze,Diesel,2013,38755,1498,320000
Maruti,Swift,Petrol,2016,30000,1197,500000
Maruti,Ertiga,Diesel,2012,40000,1248,700000
Hyundai,Grand,Petrol,2014,19500,1197,285000
Nissan,Micra,Petrol,2016,41000,1198,425000
Hyundai,Grand,Petrol,2014,30000,1197,490000
Jeep,Compass,Diesel,2017,37000,1956,1689999
Volkswagen,Polo,Diesel,2014,62000,1199,425000
Honda,Amaze,Petrol,2015,42023,1198,434000
BMW,X3,Diesel,2012,51001,1995,1700000
BMW,3,Diesel,2017,55389,1995,2845000
Honda,City,Petrol,2014,46728,1497,615000
Mahindra,Ssangyong,Diesel,2014,58995,2696,925000
Maruti,Swift,Diesel,2015,37857,1248,484999
Maruti,Swift,Diesel,2014,71000,1248,480000
Honda,Brio,Petrol,2012,49024,1198,229999
Hyundai,Grand,Petrol,2016,10770,1197,475000
Tata,Zest,Diesel,2017,72000,1248,500000
Hyundai,EON,Petrol,2015,91000,814,250000
Hyundai,i20,Petrol,2017,14000,1197,595000
Volvo,S60,Diesel,2014,48000,1984,1600000
Ford,Ecosport,Diesel,2014,75136,1498,615000
Maruti,Ritz,Petrol,2014,32500,1197,405000
Hyundai,i20,Diesel,2010,94500,1396,310000
Maruti,Dzire,Petrol,2013,34900,1197,549000
Porsche,Panamera,Petrol,2010,42400,4806,4291000
Maruti,Swift,Diesel,2015,50000,1248,570000
Honda,Brio,Petrol,2014,35000,1198,285000
Chevrolet,Beat,Petrol,2012,37000,1199,235000
Hyundai,Creta,Petrol,2018,32807,1591,1476000
Honda,City,Petrol,2008,119000,1497,225000
Maruti,Ritz,Petrol,2016,12000,1197,365000
Ford,EcoSport,Diesel,2016,46727,1498,725000
BMW,3,Diesel,2010,73336,1995,1069000
Hyundai,Verna,Petrol,2014,9000,1591,550000
Toyota,Innova,Diesel,2005,240000,2494,509999
Maruti,Wagon,Petrol,2014,25422,998,325000
Maruti,Ertiga,Diesel,2018,14000,1248,925000
Maruti,Alto,Petrol,2008,66000,796,170000
Maruti,A-Star,Petrol,2010,55324,998,287000
BMW,X5,Diesel,2009,90000,2993,1775000
Mahindra,KUV,Petrol,2017,43000,1198,450000
Hyundai,i10,Petrol,2008,58483,1197,295000
Honda,Civic,Petrol,2007,93000,1799,260000
Hyundai,i10,Petrol,2010,50000,1197,300000
Mercedes-Benz,New,Diesel,2014,78616,2143,1550000
Toyota,Etios,Petrol,2011,37000,1496,280000
Honda,City,Petrol,2010,54801,1497,250000
Maruti,Swift,Diesel,2014,29000,1248,575000
Maruti,Swift,Petrol,2010,68000,1197,280000
Hyundai,Verna,Petrol,2014,58000,1591,459000
Maruti,Ritz,Diesel,2012,64290,1248,365000
Toyota,Fortuner,Diesel,2015,31000,2982,1985000
Jeep,Compass,Diesel,2018,16039,1956,1850000
Hyundai,i20,Petrol,2017,19860,1197,695000
Maruti,Wagon,CNG,2014,48500,998,285000
Tata,New,Diesel,2012,75391,2179,375000
Maruti,Swift,Diesel,2008,78000,1248,229999
Tata,Indigo,Diesel,2016,78000,1396,229999
Maruti,Swift,Diesel,2016,52000,1248,595000
Maruti,Celerio,Petrol,2016,30000,998,349000
BMW,5,Diesel,2016,19254,2993,4770000
Volkswagen,Polo,Petrol,2015,29651,1198,643000
Tata,Safari,Diesel,2011,80000,2179,450000
Mini,Cooper,Petrol,2018,2971,1598,3975000
Ford,Figo,Petrol,2015,21400,1196,400000
Honda,City,Diesel,2015,77000,1498,698000
Hyundai,Tucson,Diesel,2006,80000,1991,175000
Skoda,Laura,Diesel,2013,81755,1968,475000
Toyota,Fortuner,Diesel,2016,99593,2982,2350000
Hyundai,Verna,Diesel,2014,39791,1582,749000
Mahindra,XUV500,Diesel,2015,113000,2179,1085000
Renault,KWID,Petrol,2017,24000,799,350000
Hyundai,i20,Petrol,2015,39000,1197,630000
Honda,City,Petrol,2012,37000,1497,675000
Ford,Endeavour,Diesel,2017,61108,3198,2888000
Skoda,Superb,Petrol,2016,61648,1798,1423000
BMW,3,Diesel,2012,37000,1995,1500000
Maruti,Ertiga,CNG,2013,53000,1373,580000
Maruti,Ritz,Diesel,2013,65000,1248,375000
Hyundai,Santro,Petrol,2005,120000,1086,114999
Toyota,Fortuner,Diesel,2011,148009,2982,1275000
Maruti,Swift,Petrol,2009,53001,1298,195000
Tata,Tigor,Petrol,2018,22345,1199,495000
Honda,City,Petrol,2015,50000,1497,825000
BMW,3,Diesel,2013,48183,1995,2099000
Mercedes-Benz,E-Class,Diesel,2010,93000,2143,1750000
Maruti,Swift,Diesel,2015,53500,1248,536000
Maruti,Ertiga,Petrol,2014,17585,1373,635000
Hyundai,Verna,Petrol,2011,36226,1591,295000
Land,Rover,Diesel,2019,25899,2179,5570000
Hyundai,Santro,Petrol,2009,60170,1086,114999
Mercedes-Benz,New,Diesel,2017,11200,2143,3750000
Hyundai,i10,Petrol,2017,49045,1197,407000
Volkswagen,Polo,Diesel,2012,45000,1199,299000
Maruti,Vitara,Diesel,2017,40000,1248,790000
Renault,Duster,Diesel,2016,36600,1461,749000
Tata,Indica,Diesel,2009,117000,1248,110000
Mercedes-Benz,GL-Class,Diesel,2016,16000,2987,5600000
Hyundai,Xcent,Diesel,2016,50000,1186,350000
Hyundai,Verna,Diesel,2008,150000,1493,300000
Hyundai,Verna,Petrol,2014,11000,1591,610000
Ford,Figo,Petrol,2010,102016,1196,225000
Maruti,Swift,Diesel,2016,38000,1248,595000
Renault,Pulse,Diesel,2013,71491,1461,495000
Volkswagen,Polo,Petrol,2015,46354,1198,549000
BMW,3,Diesel,2019,87000,1995,667000
Skoda,Rapid,Petrol,2015,20765,1598,625000
Hyundai,Santro,Petrol,2005,58000,999,151000
Audi,Q7,Diesel,2014,51076,2967,3488000
Maruti,Ciaz,Diesel,2016,84085,1248,690000
Honda,City,Diesel,2014,55000,1498,599000
Mercedes-Benz,E-Class,Petrol,2010,73000,3498,1040000
Audi,A6,Diesel,2012,50001,2967,2900000
Mahindra,Xylo,Diesel,2016,93166,2179,585000
Honda,City,Petrol,2006,99583,1493,221000
Maruti,SX4,Petrol,2010,72000,1586,240000
Toyota,Corolla,Petrol,2009,70000,1798,300000
Volkswagen,Vento,Petrol,2012,61000,1598,375000
Hyundai,EON,Petrol,2015,66510,814,295000
Skoda,Laura,Diesel,2011,84062,1968,580000
Maruti,Swift,Diesel,2012,80799,1248,490000
Toyota,Corolla,Petrol,2018,5000,1798,1695000
Toyota,Innova,Diesel,2013,92000,2494,1250000
Tata,Tiago,Diesel,2017,53000,1047,500000
Skoda,Rapid,Petrol,2015,39822,1598,468000
Ford,Endeavour,Diesel,2016,29000,3198,2980000
Renault,KWID,Petrol,2017,24214,799,346000
Hyundai,i20,Diesel,2012,75000,1396,400000
Skoda,Laura,Diesel,2012,77216,1896,450000
Toyota,Corolla,Diesel,2013,74290,1364,587000
Mahindra,Scorpio,Diesel,2015,61000,2179,950000
Audi,Q5,Diesel,2013,44000,1968,3250000
Chevrolet,Enjoy,Diesel,2014,74041,1248,388000
BMW,3,Diesel,2013,85846,1995,1308000
Nissan,Sunny,Diesel,2012,52000,1461,350000
Honda,Accord,Petrol,2010,47000,2354,350000
Hyundai,Verna,Diesel,2010,72010,1493,445000
Maruti,Omni,Petrol,2015,15000,796,235000
Honda,City,Petrol,2015,480000,1497,500000
Audi,A7,Diesel,2012,24720,2967,2800000
Ford,Fiesta,Petrol,2007,75000,1388,200000
Hyundai,i20,Diesel,2015,57000,1396,635000
Mercedes-Benz,E-Class,Diesel,2015,41057,2143,2463000
Maruti,Wagon,CNG,2012,92000,998,300000
Ford,EcoSport,Diesel,2016,20000,1498,790000
Hyundai,i20,Petrol,2011,52359,1197,325000
Honda,City,Petrol,2016,17000,1497,825000
Nissan,Micra,Diesel,2011,39002,1461,285000
Ford,Figo,Diesel,2010,129986,1399,320000
Nissan,Micra,Petrol,2013,45000,1198,175000
Maruti,Swift,Diesel,2013,41300,1248,338000
Honda,Accord,Petrol,2009,82002,2354,575000
Skoda,Superb,Petrol,2010,67000,1798,470000
Maruti,Omni,Petrol,2017,21260,796,290000
Hyundai,i20,Diesel,2012,55362,1396,425000
Hyundai,Creta,Diesel,2017,13000,1582,1450000
Maruti,Swift,Diesel,2016,45725,1248,534000
Maruti,Swift,Diesel,2014,105000,1248,385000
Toyota,Innova,Diesel,2009,156056,2494,850000
Hyundai,Xcent,Diesel,2016,135000,1120,420000
Maruti,Ertiga,Diesel,2016,67000,1248,675000
Ford,Endeavour,Diesel,2016,90000,3198,2600000
Hyundai,i20,Diesel,2019,32251,1396,861000
Maruti,Zen,Petrol,2009,47000,998,146000
Maruti,Ritz,Diesel,2011,75308,1248,280000
Maruti,Alto,CNG,2018,44202,998,400000
Honda,City,Petrol,2014,58000,1497,547000
Maruti,Swift,Petrol,2009,60000,1298,245000
BMW,X1,Diesel,2014,45000,1995,2150000
Tata,Manza,Petrol,2010,41195,1368,138000
Mahindra,XUV500,Diesel,2016,89000,2179,1350000
Hyundai,i10,Petrol,2009,60510,1197,310000
Maruti,Baleno,Petrol,2016,8500,1197,549000
Maruti,Vitara,Diesel,2017,35981,1248,951000
Ford,Figo,Petrol,2012,23152,1196,239000
Maruti,Wagon,CNG,2014,74663,998,325000
Volkswagen,Vento,Petrol,2014,61529,1197,565000
Mahindra,Xylo,Diesel,2010,91596,2489,185000
Porsche,Cayenne,Petrol,2019,14298,2995,202000
Maruti,Swift,Diesel,2013,83327,1248,580000
Volkswagen,Polo,Petrol,2017,22857,1199,690000
Hyundai,Verna,Petrol,2013,34620,1591,535000
Hyundai,i10,Petrol,2010,56000,1086,285000
Mercedes-Benz,E-Class,Diesel,2014,81000,2143,2275000
Maruti,Zen,Petrol,1998,95150,993,45000
Hyundai,i10,Petrol,2013,32776,1197,463999
Honda,Amaze,Diesel,2016,51587,1498,527000
Tata,Safari,Diesel,2016,36000,2179,1000000
Honda,Brio,Petrol,2015,22000,1198,395000
Hyundai,i20,Petrol,2010,30754,1197,338000
Volkswagen,Jetta,Petrol,2018,37109,1390,1680000
Honda,Jazz,Petrol,2010,45000,1198,199000
Hyundai,Grand,Petrol,2017,33284,1197,584000
Jaguar,XF,Diesel,2016,55115,2993,3615000
Jaguar,XF,Diesel,2014,18000,2179,2570000
Mahindra,XUV500,Diesel,2013,130790,2179,924000
Maruti,S,Diesel,2015,16607,1598,765000
Audi,A4,Diesel,2015,32205,1968,2531000
Renault,Duster,Diesel,2013,67000,1461,475000
Maruti,Swift,Petrol,2014,57676,1197,669000
Volkswagen,Polo,Petrol,2012,41000,1198,310000
Maruti,Omni,Petrol,2012,65000,796,155000
Hyundai,Grand,Petrol,2019,12153,1197,684000
Tata,Nano,Petrol,2014,16810,624,160000
Audi,A4,Petrol,2017,61221,1395,2173000
Volkswagen,Polo,Petrol,2015,22000,1198,475000
Maruti,Alto,Petrol,2015,63714,796,245000
Mini,Cooper,Diesel,2019,14857,1496,3155000
Audi,A4,Diesel,2012,69000,1968,1025000
Ford,Endeavour,Diesel,2019,14648,2198,2736000
Ford,Ecosport,Petrol,2013,100000,1499,650000
Hyundai,Grand,Petrol,2016,22000,1197,425000
Chevrolet,Sail,Petrol,2014,10000,1199,550000
Maruti,Swift,Petrol,2015,107000,1197,400000
Tata,Zest,Petrol,2017,48198,1193,465000
Mercedes-Benz,New,Diesel,2015,15000,2143,2850000
Chevrolet,Cruze,Diesel,2014,80073,1998,711000
Maruti,Ritz,Diesel,2013,85388,1248,390000
Hyundai,Grand,Petrol,2017,14700,1197,560000
Maruti,Dzire,Diesel,2012,150000,1248,225000
Hyundai,Verna,Diesel,2011,34994,1582,390000
Jaguar,XF,Diesel,2014,82536,2993,2863000
Skoda,Superb,Petrol,2013,82000,1798,725000
Maruti,Wagon,Petrol,2006,52000,998,200000
Volkswagen,Polo,Petrol,2011,20000,1198,350000
Honda,Civic,Petrol,2011,55000,1799,500000
Maruti,Eeco,CNG,2015,47001,1196,372000
Maruti,Wagon,Petrol,2014,52000,998,345000
Maruti,Swift,Diesel,2013,43284,1248,450000
Hyundai,Creta,Petrol,2018,23875,1591,1436000
Hyundai,Grand,Petrol,2016,51866,1197,550000
Nissan,Micra,Diesel,2013,69000,1461,300000
Hyundai,Grand,Petrol,2017,62788,1197,608000
Volkswagen,Vento,Diesel,2013,150000,1598,500000
Toyota,Fortuner,Diesel,2015,47566,2982,2025000
Hyundai,Santro,Petrol,2002,67000,999,120000
Toyota,Innova,Diesel,2018,20300,2755,1800000
Mercedes-Benz,A,Diesel,2015,48300,2143,1750000
Hyundai,EON,Petrol,2013,30000,814,210000
Hyundai,Elantra,Diesel,2012,36000,1582,750000
Mini,Cooper,Diesel,2015,27641,1496,2477000
Renault,Duster,Diesel,2015,60000,1461,865000
Ford,Endeavour,Diesel,2019,9000,3198,3550000
Toyota,Corolla,Petrol,2014,60750,1798,1050000
Mahindra,XUV500,Diesel,2018,9000,2179,1300000
BMW,7,Diesel,2012,41100,2993,2650000
Maruti,Wagon,Petrol,2004,60000,1061,140000
Honda,City,Petrol,2017,38424,1497,751000
Maruti,Swift,Diesel,2014,50000,1248,430000
Honda,City,Petrol,2015,19000,1497,894999
Maruti,Ertiga,Diesel,2015,58734,1248,691000
Renault,Duster,Diesel,2016,65257,1461,975000
Maruti,Swift,Diesel,2010,130000,1248,400000
Maruti,Ritz,Diesel,2011,79000,1248,365000
Mahindra,XUV500,Diesel,2013,78000,2179,1075000
Honda,Brio,Petrol,2015,49133,1198,451000
Mercedes-Benz,M-Class,Diesel,2016,22769,2987,4922000
Tata,Manza,Diesel,2014,54448,1248,370000
Toyota,Innova,Diesel,2014,158793,2494,1299000
Maruti,Swift,Petrol,2015,62088,1197,415000
Hyundai,Verna,Petrol,2012,14800,1591,440000
Honda,Mobilio,Petrol,2015,26000,1497,425000
Honda,Amaze,Petrol,2017,32005,1198,425000
Honda,City,Petrol,2017,35000,1497,770000
Land,Rover,Diesel,2015,52000,2179,3975000
Honda,City,Petrol,2017,11000,1497,850000
Mercedes-Benz,E-Class,Petrol,2008,62000,2997,700000
Ford,Ikon,Petrol,2002,65134,1299,80000
Toyota,Fortuner,Diesel,2013,71000,2982,1525000
Maruti,A-Star,Petrol,2008,51366,998,225000
Tata,Sumo,Diesel,2016,46300,1948,484999
Honda,City,Petrol,2012,60908,1497,642000
Nissan,Micra,Diesel,2012,93450,1461,250000
Hyundai,Verna,Diesel,2011,104000,1582,575000
Maruti,800,Petrol,2003,52000,796,50000
Mahindra,XUV500,Diesel,2015,42999,2179,1152000
Maruti,SX4,Diesel,2014,90000,1248,450000
Hyundai,i20,Petrol,2013,72000,1396,475000
Hyundai,Creta,Diesel,2019,54321,1582,1354000
Mercedes-Benz,E-Class,Diesel,2015,59630,2143,2341000
Toyota,Fortuner,Diesel,2013,116000,2982,1925000
Volvo,S60,Diesel,2015,34000,1984,2000000
Mercedes-Benz,E-Class,Diesel,2011,70000,2143,1300000
Honda,Accord,Petrol,2010,80000,2354,399000
Honda,Amaze,Diesel,2015,110000,1498,465000
Maruti,Dzire,Diesel,2013,56454,1248,465000
Maruti,Swift,Petrol,2013,60000,1197,315000
Toyota,Corolla,Petrol,2013,56000,1798,825000
Land,Rover,Diesel,2012,63000,4367,6500000
Maruti,Swift,Diesel,2012,63000,1248,450000
Jeep,Compass,Diesel,2017,15050,1956,1750000
Maruti,Swift,Petrol,2016,29401,1197,430999
Honda,Jazz,Petrol,2016,25238,1199,620000
Toyota,Etios,Diesel,2011,79000,1364,467000
Volkswagen,Polo,Petrol,2011,58752,1198,332000
